	C	FDR_C	I	FDR_I	G	FDR_G	FDR
Gab1	4.682970557250897e-50	1.207590223434251e-48	2.3369292179174953e-08	1.7013053050797576e-07	7.637321219888804e-08	4.51920957932913e-07	5.4042908191897225e-09
Gab2	0.0012318241775822823	0.00358285696530982	0.703555951065612	0.8515495015429757	0.42643039826455953	0.4608062938458777	0.216131992190307
Gabarap	0.20001011257718448	0.2608677083912992	0.6281381692160092	0.7998112996454827	0.08084743811555017	0.15644234717501504	0.4258731629355674
Gabarapl1	1.7952036764178656e-10	1.2073576407150766e-09	2.0135110117331855e-09	1.5924450689244138e-08	1.5976997502775703e-11	1.1987641541324587e-10	0.00017231321168209528
Gabarapl2	0.12993956028939896	0.1865317535335052	0.11130053655982887	0.25536830975055475	0.009792125209280522	0.027788310143567866	0.4006939776824163
Gabbr1	0.0007999710291097283	0.002420165518445887	0.003435923803326769	0.013565115773085822	7.585170217927484e-06	3.748213966993011e-05	0.038134700338832976
Gabbr2	2.2391078923288415e-08	1.266802438621843e-07	6.660807090369339e-09	5.0753692596056887e-08	4.6315173918287655e-12	3.5595481507866724e-11	2.441896878267883e-08
Gabpa	0.29188460550608103	0.34476582079967305	0.14349660619127944	0.3084956656578208	0.2726800043168591	0.3568574105589592	0.7220671095254061
Gabpb1	0.08640036915005928	0.13509250790117847	0.9094765694296496	0.9611846143121299	0.2296997235503676	0.32136316263136094	0.2965086245700356
Gabra1	3.9153978837767356e-84	1.4928787495380636e-82	5.894737899966699e-102	3.008465452175713e-100	0.0	0.0	7.038516218475178e-110
Gabra2	0.0005568937426455026	0.0017417816100170063	8.65828672726085e-08	6.005901648174824e-07	0.0	0.0	1.2986710075295301e-19
Gabra3	8.745698997550428e-05	0.0003197300793376475	9.41610753537792e-05	0.00048056477989150126	6.453517987226043e-06	3.2133141644729676e-05	2.5515099425671204e-09
Gabra4	4.939128436240832e-08	2.7205463488883596e-07	5.655911307341709e-09	4.3434384718371005e-08	6.855627177060342e-13	5.448360965775692e-12	6.28833504750467e-17
Gabra5	6.432082658484843e-53	1.7127167926764396e-51	4.516518352063465e-81	1.9076449712012883e-79	0.0	0.0	2.6293418031272776e-117
Gabrb1	0.00169843070737334	0.00479070883752198	0.00692599002485309	0.025361650318959428	0.0006512859602677556	0.0024527098864964405	1.478005821811636e-06
Gabrb2	0.019849072229646512	0.040537944722448135	2.9851218013100515e-05	0.0001622363201943272	6.06983001638639e-08	3.609117981223922e-07	2.5978561735974417e-07
Gabrb3	1.4718376757357023e-06	6.9707768895766776e-06	1.6901177886543711e-07	1.142958192617266e-06	1.021405182655144e-14	8.896666119855784e-14	4.112687755442868e-08
Gabrd	2.154354280904619e-05	8.698194313384573e-05	1.0858089311922393e-08	8.13443556326663e-08	5.759837051755312e-13	4.5998894270701146e-12	2.042826489108145e-16
Gabrg1	0.0001854462557771591	0.000644850198850384	0.0014919965822610198	0.006342765513915719	0.008429685706307755	0.024366516293837667	0.003263097128337293
Gabrg2	0.0004434958920775965	0.0014215951084292995	8.935409101639886e-05	0.00045793971645904415	9.70867746197257e-08	5.672947552168707e-07	5.663107706628412e-09
Gabrg3	7.434348848906589e-10	4.783268835878901e-09	2.2022832286445736e-11	1.9798324181181814e-10	2.2760682227840334e-12	1.77009464405244e-11	4.745757892922087e-08
Gad1	7.184854295821985e-128	4.14143454380939e-126	5.026735448064915e-103	2.6200521625312822e-101	0.0	0.0	5.927437703403908e-97
Gad2	1.5123011920478455e-103	7.023241412737838e-102	7.546006066953963e-65	2.6036377975380945e-63	0.0	0.0	4.196929370834853e-70
Gadd45b	9.87667048187911e-10	6.2885961047390124e-09	0.16523533664497292	0.3408718029019136	0.10543447014565599	0.19160794182619664	0.10760176053044285
Gadd45g	1.8568745408182958e-26	2.6294094834506473e-25	0.022256318655671507	0.06945530780475322	0.0009646374112768363	0.003514378801795486	0.003220779272998619
Gadd45gip1	0.015449967949046503	0.0326632655733995	0.022376792227142454	0.0697202502492111	0.02723030686110539	0.06560850182738424	0.4617028795674684
Gadl1	2.685919133376414e-06	1.2362292901810936e-05	0.0002311046807268094	0.0011150146560521936	2.5867148200187096e-05	0.00012070104057792063	0.00015543617081511138
Gak	0.01962863363721125	0.040154693321718796	0.3829237398268456	0.6033379960955025	0.3621694746698556	0.41865031052140084	0.2739755172080054
Gal3st3	0.08342499529683778	0.13155480027578265	0.0474674919818618	0.13113446685375355	3.8230883023904205e-05	0.00017530389459580593	0.0036136659909110232
Galc	0.1595995215280871	0.2190971856897906	0.1877528947481194	0.373134237025466	0.19510229914487598	0.28963003577895285	0.7784543796916804
Gale	0.05715727604385357	0.09716935252493428	0.0760089395137257	0.19089468198514895	0.07223639368920853	0.14323239039323993	0.3820738198207331
Galk1	8.279604651839395e-14	6.88141187305973e-13	0.28211781958519455	0.49409696409567855	0.40172862655735286	0.44490157788785034	0.5605613312762168
Galk2	0.06027753719731357	0.10141819831670255	0.22989138223346428	0.4290867913344222	0.24945937230097037	0.33828524436587	0.2026981996822462
Galnt1	0.00027816287088649105	0.0009325070037005563	0.4775056296971282	0.6826921795395245	0.40540528871053017	0.44726388628283886	0.3883238696187264
Galnt11	0.40894405378262133	0.43670910887270126	0.266275261136668	0.4747509614043322	0.1514704618178846	0.24460432685455688	0.31687745230611153
Galnt13	0.00013683973052679916	0.00048600671237118703	2.1925467300471967e-05	0.0001212458544454429	2.4190534797519092e-08	1.4769037413139538e-07	4.940695263277993e-09
Galnt14	1.3730448351031984e-13	1.1221406454692445e-12	1.0218024743002895e-08	7.672522946872443e-08	5.641721534388466e-10	3.844452664497398e-09	6.301689282050642e-05
Galnt16	1.0031085190798242e-06	4.8136436721171396e-06	9.210391263007928e-07	5.902722301256684e-06	8.721969557701215e-08	5.120339981864526e-07	1.2158296580802694e-06
Galnt17	2.137642956336184e-17	2.130901661153435e-16	4.8579683028924095e-42	1.1753884296306844e-40	0.0	0.0	3.3078609940707056e-55
Galnt18	0.042617555239623496	0.07612593016206592	0.019277550731226955	0.061511142824908153	2.325145873771639e-05	0.00010901485367027891	0.002399645454105867
Galnt7	0.40045045211145996	0.42979342609421645	0.5001075051615484	0.7023299559121918	0.47657553607742265	0.48696180167076797	0.48280903114211454
Galnt9	1.9884223577600727e-14	1.7151893207474428e-13	1.5223177782471307e-18	1.9173768520621637e-17	0.0	0.0	1.226368363817672e-40
Galntl6	1.3127037785076335e-12	1.0112566293707784e-11	8.560087786222898e-12	7.861321482399079e-11	2.2515322939398175e-13	1.841633134250106e-12	2.661909577019004e-47
Galt	0.3861447581754471	0.41958665839002063	0.5260784421226974	0.7225007224050892	0.03247962030063445	0.07619530747568039	0.38252903188963244
Gamt	5.891378538418555e-37	1.1477061291841634e-35	9.679577752891679e-13	9.46608606792271e-12	0.0	0.0	4.608407901169951e-17
Ganab	0.10961686669345816	0.16356565809794374	0.4446334692203342	0.6569607003754606	0.3918372251151784	0.43866251215624735	0.5738455641945367
Gap43	2.9865460130763836e-202	2.7097374427903224e-200	4.159101773893199e-220	4.429895465476028e-218	0.0	0.0	0.0
Gapdh	1.0115333650247385e-38	2.0693142889096897e-37	3.6666568163991314e-40	8.55465955807026e-39	0.0	0.0	3.0531211978211232e-06
Gapvd1	0.024998396832480972	0.04910972144376124	0.78602701106141	0.9011265512694223	0.37713549195384677	0.4283097896427324	0.23699936642087385
Gar1	0.016735923722258125	0.03500433651107948	0.011448534363612912	0.03926642920162511	0.005328094719770138	0.016413077698531148	0.10554597450144904
Garem1	1.2712030266083067e-07	6.744189744306874e-07	0.00189872247226178	0.007883720976988636	0.002251964969115283	0.007659494874127268	6.470062150756781e-05
Garnl3	1.4428372323626238e-11	1.0457368372722892e-10	1.829792558800688e-14	1.946811865764163e-13	0.0	0.0	5.431916809121872e-31
Gars	0.39915115622322445	0.42872763124316304	0.19631363154895276	0.38542922771953275	0.009979980940681199	0.028215185585036086	0.15146727930373724
Gart	0.023405167742763123	0.04650187321803241	0.7004539252246205	0.848948424647626	0.22636150304593805	0.3188323082287116	0.8997229071872884
Gas2	0.3836907044953167	0.417614707691837	0.2560159668967076	0.4618373452910231	0.26782719341934746	0.35321575329700194	0.790832781919263
Gas2l1	3.018859771136255e-06	1.3778205355083449e-05	0.03368409266674972	0.09897164139174827	0.02393248287093197	0.05889362120850386	0.07893605988153554
Gas6	0.02706016855005193	0.05254906690883053	0.1412435260934256	0.3046544821020202	0.22722876322274588	0.31945690829550744	0.4161587163104107
Gas7	3.145113701842993e-16	2.9748039733937733e-15	2.5904720042630348e-18	3.2050549456784696e-17	0.0	0.0	5.1872883636351915e-34
Gas8	0.08303908347251532	0.13111504655932607	0.23512552108396367	0.4365433341929505	0.31797532794196526	0.3904072470245981	0.8210405654530696
Gatad1	6.40214363949161e-05	0.00024073141029692358	0.3554663432330336	0.5764048812411875	0.34150494498604167	0.40629237566288445	0.6783502429092723
Gatad2a	0.0008736288352156162	0.002627590225990738	0.03365456370263641	0.09891453800903846	0.011498809537947019	0.031756086625246094	0.14958958983810097
Gatad2b	0.3106349990928057	0.35997071382573353	0.7314013406964497	0.8680961406836858	0.470487587279357	0.4839065035109923	0.4428504205710217
Gatb	0.02747791022472725	0.05321265657946686	0.044188811080001875	0.12385759718905559	0.0047320697615044205	0.014828766099450531	0.10412939535904124
Gatc	0.20385839583292492	0.26502744745005996	0.5670506435593785	0.7522037709812305	0.22603029307668265	0.31859238661714306	0.5274353689912862
Gatd1	0.18007686174617293	0.24071696906950427	0.11709219337414645	0.26553723741570495	0.054502809151499854	0.11517641295569271	0.332254955196942
Gatm	3.527440776570272e-48	8.750732194838505e-47	1.275512924574773e-28	2.3103052029405176e-27	0.0	0.0	6.241401093913917e-26
Gatsl2	0.00044281925812639163	0.0014203554534797092	0.013572728720058514	0.04533032335645991	0.00018353779233981626	0.0007629248385975038	0.015067980353910522
Gba	4.752056232104119e-10	3.106430888484874e-09	0.10377713667991027	0.24177654834199733	0.20848843152020158	0.3023276565028885	0.33466485080146985
Gba2	0.0820085960930389	0.1299066008916405	0.868664722929391	0.9406724595293029	0.4405408411251328	0.4681552653926013	0.886910951662737
Gbe1	5.575461922164699e-08	3.05217605448558e-07	0.06390323123446782	0.1663623174459485	0.018145996791787633	0.046621033708108814	0.20585036719603245
Gbf1	0.012630485955740074	0.027558702266821864	0.1154372973431241	0.2628183263627493	0.03980876779907694	0.08993172152774964	0.1961271084148343
Gca	0.07529364637673194	0.1213091813294305	0.00524070139401967	0.01973558311726829	8.349456086131912e-05	0.0003652514294107438	6.328934189256833e-07
Gcc2	0.08934001309675565	0.13880190562050004	0.6479683392432807	0.8149713459433844	0.4550105682837561	0.4768608084077568	0.3919453888551082
Gcdh	0.014399038559260731	0.030833955166563787	0.8889477583006039	0.9498199851256807	0.4483865500111568	0.47309130340597594	0.8019730065418723
Gcfc2	0.3466183067498416	0.3885281157448751	0.24213007600285874	0.44531392919519763	0.1019268173708201	0.18714275499656477	0.9728022623489946
Gclc	0.4510867729178089	0.46620523487773696	0.9436808665750822	0.9752297839663816	0.2932766309303896	0.3734170616537016	0.34961782678972597
Gclm	0.2415116136096217	0.30009793326917106	0.27728616579005994	0.4879897878191087	0.240591065998355	0.3306988155025783	0.7973373567658412
Gcn1l1	0.02561043997017507	0.05017127174485116	0.9552199214180194	0.9799204365551897	0.10357150711892171	0.18948790109378524	0.24919128930836426
Gcnt2	0.1664919855188532	0.22622857404852528	0.032123129553728653	0.09524192027140305	0.0015764735889427506	0.005532902828814475	0.0019735217777123843
Gcsh	0.16618713068273666	0.22589370142323992	0.09901660357747841	0.23334865282725128	0.004243816481008911	0.013506059661385617	0.02973986580927826
Gda	2.738823705206673e-58	7.940157836485263e-57	2.6038551841022958e-76	1.0372023150007479e-74	0.0	0.0	2.991498868424139e-139
Gdap1	0.11632727593783188	0.17159280098070367	0.010501411766069021	0.03634875799919122	0.001151437468335792	0.004135526596542339	0.24159878195108428
Gdap1l1	0.41748994126515165	0.4432748872529224	0.5412547065813544	0.7330690905032056	0.07989702697694867	0.15498727893107056	0.12664158025332925
Gdap2	0.0263757261898463	0.05137263783230052	0.732293169847898	0.8688389358686952	0.3813932178781715	0.4314062267099391	0.7418091860848034
Gde1	1.0992626506267777e-10	7.485527945442525e-10	7.777333489625763e-08	5.416495441708802e-07	2.535959775507024e-09	1.658869815767245e-08	4.178884940803905e-06
Gdi1	0.13740765011663364	0.1951387773178106	0.03347872467418158	0.09845617774721548	0.0003011480731336391	0.0012025060996888875	0.05271807534789959
Gdi2	0.004747493458418548	0.011858846336051831	0.4228077496039856	0.6384794480458399	0.2342384363693959	0.32543633035356734	0.5196578353945094
Gdpd1	0.12845932674738986	0.1850864494629721	0.9247228124147425	0.9673039985009306	0.46554228480716187	0.4817105657415531	0.5245815506782379
Gdpd5	0.16481956559338407	0.22453314656604623	0.3496431456091792	0.5706451005703442	0.2991247372912309	0.3771782393472754	0.11269404591141631
Gemin5	0.015154834689968736	0.03218513765214643	0.00015331291852530498	0.0007622086700301692	0.01016421853435201	0.028645147373631104	0.24735110434374055
Gemin7	0.39572320000063044	0.4261310225155333	0.5621045680696174	0.7491924187315263	0.34955984203051305	0.41137489805150945	0.6423524168138909
Get4	0.28768820984126414	0.34100118159363096	0.36062696041682807	0.5803012164188693	0.24617194155153632	0.3348471481487374	0.8025479570089666
Gfap	0.0	0.0	0.0	0.0	0.0	0.0	3.1568092999696673e-79
Gfer	0.09333175714454883	0.14386627155253012	0.20519209059365962	0.3956468507924578	0.09040663481116451	0.1705668890244712	0.1391740982774053
Gfm1	0.287218741277233	0.34060951782350307	0.42767650515843214	0.6426624864357424	0.18677671695884623	0.2812269590472855	0.9713894278692399
Gfm2	0.000345465638421586	0.0011359791244607788	0.06546330065573186	0.1695384246120624	0.07025507025154154	0.1403239774551275	0.12152135335906492
Gfod1	0.07531160382646848	0.12131816634811189	0.0018153152725670382	0.007559827605560734	0.0010702247724019287	0.0038626639207243094	0.01736185589352384
Gfod2	0.33026445150091566	0.3756978593287059	0.9548596976899565	0.9796534580320263	0.436096843857832	0.4658520202957949	0.40863452279396695
Gfpt1	0.0278840070938576	0.05386071072594335	0.3564145852614794	0.5768923886648888	0.48498497720510736	0.49177637472125396	0.549484757602997
Gfra1	3.196698606158311e-19	3.4612651537840096e-18	2.527716443427058e-12	2.4188567801896234e-11	1.8831602943691905e-12	1.469194882525772e-11	4.0786173498684276e-21
Gfra2	3.420424114212893e-24	4.511000793428282e-23	7.435300500691449e-34	1.502237311469598e-32	0.0	0.0	4.37659922073487e-67
Gfra4	0.18176349854622526	0.2424915619134733	0.3933769728599479	0.611870164387907	0.038819239406458594	0.088114368066687	0.02699370812416143
Gga1	0.00024493285910356027	0.0008316344720567522	0.40327897210638564	0.6193935184436478	0.4216658281866169	0.45782863716350797	0.612615392853827
Gga2	0.4223565851613519	0.44645255288730773	0.21353836491578881	0.40701467376187794	0.2188844314479892	0.31197191883104136	0.15035657759968565
Gga3	0.21825465734025223	0.2787892968719535	0.9215952172297761	0.9665131086201799	0.36997626969396924	0.42402309552411743	0.3544268706528201
Ggct	0.1556770419476889	0.21482598705047226	0.09957624740595285	0.2344420106513532	0.029879182580328734	0.07089252060645067	0.19740324620458094
Ggh	0.46967169528337493	0.47910815553630975	0.6562376397400148	0.8205273231864751	0.18791543056539628	0.282161094715035	0.512263974185834
Ggnbp1	0.0846210156060399	0.13301272568552858	0.8227387483182678	0.9174686258931959	0.3531566137355616	0.4135494333167744	0.9228620938305053
Ggnbp2	0.03389157840834963	0.06325668209002462	0.6586549872350156	0.8221047141222719	0.16922509938092567	0.26371449567965816	0.8907240894763216
Ggps1	0.3568459446792964	0.39670740064960597	0.6514308842577721	0.8170166052329566	0.11496645552401707	0.2033648017976471	0.41293118962226133
Ggt7	0.0938829217121932	0.14446588408570685	0.2879998636692179	0.500996034811764	0.0373881069311347	0.08559954668649275	0.1244128008131646
Ghitm	0.07907100202075601	0.12627391603673208	0.01852174381478818	0.059565004148706725	0.00011254546322814196	0.00048200742752297336	0.013919944476017524
Ghr	0.0004121696619489128	0.001334275030537627	0.6336505785391079	0.8043665505794123	0.14209631619233254	0.2342927481690504	0.7535792504512655
Gid4	0.34350246015787084	0.3860699071522277	0.7348807476700812	0.8704458747798894	0.4034151692737361	0.445968551862967	0.606108456068897
Gid8	0.33542727581636284	0.3799389522280129	0.07870171955604469	0.1958847218515829	0.017782241839199298	0.04581861366876516	0.064203230443251
Gigyf1	0.27099073877225205	0.3264214196962874	0.5399778526022163	0.7323519692247914	0.3482618105371237	0.41061454475433457	0.3895276036797837
Gigyf2	0.4601976388851871	0.4725452032888481	0.7914578292516317	0.904853024015487	0.3552574415984383	0.4147703646161202	0.7409641061577305
Gin1	0.09997353016180294	0.15181165691236742	0.2996517473124546	0.5149574661372751	0.06327584364078787	0.1295799355979269	0.9371211259969034
Ginm1	7.70755472092481e-14	6.422306863124339e-13	0.7814787983015098	0.898306378814999	0.37069372668569334	0.4244482154467293	0.2764371287125903
Gins4	0.005460507806442871	0.01337353561492969	0.46756645399168684	0.6749681323901796	0.16542947612921233	0.25990755757417855	0.6842941630294158
Gipc1	0.16925885679949815	0.22933732546712976	0.0695357675548385	0.17790626273364557	0.02114513139486418	0.05304688749059757	0.051163407328587256
Git1	0.18688759891044815	0.24747453807074074	0.8729229657700225	0.9422782253616933	0.43031232690924437	0.46300982665901896	0.4400335150695874
Git2	0.24071729799350922	0.2994387302692005	0.8431699428951394	0.9281025603364544	0.14141843088220618	0.23376504794445654	0.46086289948239034
Gja1	1.1851357684909421e-29	1.840435086441005e-28	3.2471226396827996e-05	0.00017550223246691536	0.00048802712906614865	0.0018820062328686307	0.0014017284183597382
Gjb6	4.8233932092045595e-42	1.0669171570427873e-40	0.00016215899771363816	0.0008045549461245267	0.02703701410976178	0.0651908713734143	0.0001852003379302711
Gjc3	2.2046881321651248e-169	1.7010818115815796e-167	2.4990541224322437e-92	1.1605796846309742e-90	0.0	0.0	1.1350543479700789e-61
Gk	0.0617160129055075	0.10339463334947308	0.33300742891901836	0.551520412052979	0.1372396820038917	0.22941174410715365	0.11738917075152522
Gkap1	0.13353302309199383	0.19071419520163935	0.010312928312000784	0.03577217151479493	0.0004971945786115262	0.0019150981430087833	0.0002552795613928136
Glb1	0.0045749139174260005	0.011503613414641359	0.4830831007952193	0.6880423407983073	0.478641535830422	0.4881565788511975	0.26590510888255425
Glcci1	0.4047202698941264	0.43330322856842546	0.7372923695885512	0.8713023775552305	0.4928743383702341	0.49659848763742886	0.390112716036061
Glce	0.2985824520648191	0.35031243388208355	0.47972303546628003	0.684849362548671	0.19998224848200352	0.2939468459520942	0.10534511854424834
Gldc	2.414685606187007e-08	1.3622051960291584e-07	0.8373724216764387	0.9252253879358107	0.24992741325799805	0.3384955939476159	0.6576594704153914
Gle1	0.45038046278022104	0.46575982660092063	0.9130681724299927	0.9626494669338405	0.45823681968716024	0.47834905679285006	0.8204689399664952
Glg1	0.0017489532551780518	0.004921881949307792	0.4311868172954444	0.64504031896221	0.37201714951357023	0.42497322101553886	0.25221345564791403
Glis3	1.630589295137228e-14	1.4152475201992644e-13	8.078777658630116e-09	6.117769882296485e-08	7.882583474838611e-15	6.896556738387817e-14	3.3120937820753075e-10
Glmn	0.05875836193861847	0.09930548268998317	0.6372596427255866	0.8073053961303196	0.2328054215722326	0.32418683122728786	0.26251854095056015
Glmp	0.2741116336889987	0.32916910521060033	0.9093979932551165	0.9611846143121299	0.16316910185432798	0.25747085814340737	0.013161962996133519
Glo1	2.1828170365029862e-05	8.798611328956299e-05	0.04793523684680602	0.1322030357055593	0.08407352669478663	0.16135874864986963	0.009794659831360266
Glod4	0.0037239685778002614	0.00959032012979363	0.2966343100876714	0.5111339400447276	0.07924930426883359	0.15405183264075914	0.19718989291639
Glra2	2.208253154544677e-15	2.0054376887287574e-14	6.615670708278763e-26	1.1024992733065238e-24	0.0	0.0	1.3066256106536493e-15
Glra3	7.934475409306073e-30	1.2439987925726434e-28	1.7900121941105306e-11	1.6181115765764844e-10	4.773959005888173e-15	4.2182167988005595e-14	2.717426591013497e-09
Glrb	0.0002611114605392088	0.0008811219739989566	0.00022773155393992125	0.0011003656297126668	1.7915720595951257e-07	1.0194898148648455e-06	0.0003681347220132149
Glrx	0.0045215111701534605	0.011383938323826762	0.04203976446950974	0.11899123397941246	0.029747585782657793	0.07064871378678228	0.2561926091316374
Glrx2	0.4746268246874063	0.482555328399242	0.3293514157263103	0.5480242015116514	0.017511842947126377	0.04520509721783229	0.05094578324847218
Glrx3	0.10945050111983612	0.16334228761396194	0.14732162906604823	0.3142369706613423	0.036416894565976854	0.08394475414067448	0.39728822651674983
Glrx5	0.39937271574225497	0.4289133637822923	0.17871171530825047	0.3610713604753704	0.04061410467987514	0.09130599366484858	0.12155221789917671
Gls	0.2087281045720638	0.26961859961793483	0.010189319793624736	0.03544378582098998	2.907087630621419e-06	1.4875483912511376e-05	0.009715174473718327
Gls2	0.013857612779902021	0.02984412035829888	0.5726920708818002	0.7566371835556527	0.031044065370252838	0.07328373803013914	0.020210552603925274
Glt1d1	0.15980356417883296	0.21925442808574405	0.8889066006193004	0.9498199851256807	0.09969409326958911	0.183904823032512	0.9663783167953345
Glt8d1	0.37751269156430667	0.4127702370719305	0.29076015366741503	0.504454452157755	0.10030741587642333	0.18479995518894662	0.07670655089772135
Gltp	4.680830739801853e-24	6.115661389242448e-23	2.0527855274807072e-08	1.5045060122500709e-07	1.235795169529652e-07	7.144281337003576e-07	1.3764782291434635e-10
Glud1	2.73705274049526e-08	1.5352249458564997e-07	3.2595077423612195e-06	1.9838457371054403e-05	4.1502125911363485e-05	0.00018941748104585508	0.0004891942676119507
Glul	2.2506327127796655e-250	2.4235109837942796e-248	7.893300551341502e-104	4.136173909229699e-102	0.0	0.0	1.367907838748263e-63
Glyr1	0.17474368524607164	0.2352078807316286	0.3243797990082443	0.5425924505134357	0.007531020882729389	0.022127878149884643	0.01736541535805134
Gm10031	0.11344881672388768	0.16830960712753604	0.3811580635401651	0.6017347937216172	0.09438199111617562	0.17632177773732244	0.9902723937708899
Gm10053	0.05034289801633365	0.08738884989584648	0.43193322041544246	0.6455939028143565	0.3239768147648988	0.3944066002641571	0.6422884251642315
Gm10073	1.77284153430103e-15	1.622042408460858e-14	6.132965755226116e-11	5.318312516412452e-10	3.008704396734174e-10	2.077666670085506e-09	3.8861228417781236e-10
Gm10076	2.737075033109437e-12	2.0663018682156684e-11	2.0468232109058697e-06	1.2694190280801656e-05	0.00011397543345037509	0.00048727978725140726	1.5890804297967286e-05
Gm10131	0.37106673967022497	0.4079069982082717	0.22596443266501276	0.42337007183259273	0.03538913119049503	0.08196309629721726	0.06582314090545857
Gm10269	0.41103998616648907	0.43842177255311054	0.6989410383386381	0.8480588453046451	0.4915615020844275	0.49570970041425383	0.7550524720062509
Gm10282	0.027954490507923913	0.05398621452249634	0.006160814438681374	0.02282412880326608	3.55723409176667e-05	0.00016388028615524963	0.0012686121970964957
Gm10419	0.24608174167489327	0.30438714802730105	0.14057503915260267	0.3036135791616384	0.0006337206917197413	0.0023920759083827987	0.07056869260785015
Gm10785	2.3278059758200682e-06	1.0764592145852218e-05	0.37316064856175224	0.5937968813342984	0.24978067063492237	0.3384585643666849	0.7489450570461428
Gm11077	0.009285618080685584	0.021252713941567372	0.16786173303726892	0.34476569315283967	0.23918422191816457	0.3296490080385047	0.2861881150931751
Gm11273	0.06582783200593334	0.1087585442296646	0.33465961158470037	0.5534733390579711	0.10774623594174737	0.19454677832931316	0.7036143639268326
Gm11361	8.320595217478541e-06	3.557308574872261e-05	0.003149878180285625	0.012552117238153249	0.008979822592679043	0.025698972425719023	0.002002792628054693
Gm11537	0.290002232184587	0.3431214529312687	0.7299138388900734	0.8672100793031109	0.4146420051491474	0.45356965934991017	0.715937309349748
Gm11549	2.092753488916981e-25	2.8640909829465776e-24	2.7668429477562794e-29	5.105893417149488e-28	0.0	0.0	3.941693781773135e-62
Gm11715	0.031403244634596636	0.05938255387387349	0.4343079541285063	0.6476579074811887	0.2950241572016217	0.37461428205491526	0.632187289959822
Gm11808	0.0005041423130922855	0.0015930636975141261	0.11084848167494192	0.2547383376952992	0.20929604630664067	0.30280406876698246	0.2514875895177593
Gm12111	0.38049679669939507	0.41529161404069637	0.8095236289593887	0.9122138496485487	0.2302632920157952	0.3218758913641622	0.5058201467913668
Gm12166	0.2659567917172456	0.32170233329678927	0.9098835067210244	0.9611846143121299	0.17856377356354858	0.2737300908818943	0.6310953623651538
Gm12184	0.0010976415292794242	0.003230035629349184	0.15184958203050336	0.3217241198523032	0.040667224078495434	0.09137769519494995	0.07236741594304201
Gm12258	0.39796813598920805	0.42764445274243335	0.7490632620543922	0.8791556958762714	0.3348598068637568	0.40197124187896033	0.8689793280861365
Gm12355	0.2965893476060766	0.3485164908492558	0.577520055319715	0.7610434403009531	0.37575470371321085	0.4274952196004491	0.7471027674752552
Gm12709	0.25309383695501997	0.3104740245771458	0.60568426190953	0.7842276574910857	0.23900517943570843	0.3296245391443722	0.3940331197781636
Gm13205	0.0027888677925733945	0.007440271031697983	0.3668568987248487	0.586432422610896	0.11510118539524239	0.20344092995814939	0.0036963164381303296
Gm13780	9.976775271008645e-05	0.00036154741449931105	0.9893566662909649	0.9948092762292875	0.47596541135257553	0.48673119181429214	0.6722043916771938
Gm13889	0.02784836111707776	0.05381307248792052	0.0019157085028704294	0.0079508799744292	3.128432693233485e-06	1.5933218274945385e-05	0.0011723868144925687
Gm14085	0.1611705472127236	0.2205876538783165	0.804094308702337	0.9102932760659587	0.1146619677775691	0.20310423395741134	0.19805063432384673
Gm14295	0.02558321232159752	0.05014800910968876	0.2615898161412712	0.46938630440730933	0.39053404710633055	0.43775373228036296	0.5921480151807006
Gm14305	0.44078684244796235	0.45876476570871827	0.023604502427905155	0.07280469603117488	0.0414003711591	0.09270617847075432	0.0889888803731985
Gm14325	0.06404863957762814	0.10637502020697935	0.17909894891161438	0.3617045755121412	0.18059283404994952	0.27564710085817296	0.12684494087982784
Gm14326	0.2810112718009862	0.33503217573644767	0.9001651179426425	0.9570385987338241	0.39894168337043523	0.44307260062868575	0.4491447794210654
Gm14410	0.10204565050547881	0.15431255081839304	0.052936685625005496	0.14337384810376697	0.0824406017637973	0.15888529161113518	0.9503852695950852
Gm14597	0.0035432087642656165	0.009199762236629246	0.000924656315585416	0.004057638708652706	0.00016754740364766096	0.0007007242886655696	0.0001883796616161082
Gm15155	0.30801295353932323	0.35803308798716826	4.554278155546082e-06	2.736196912703621e-05	7.049874406472867e-07	3.82724206698214e-06	0.00106369375489085
Gm15283	0.4720550738843777	0.48073868935699615	0.7217386388650366	0.8621941626840169	0.47326304986184564	0.48538930721055396	0.6419122634780885
Gm15417	2.0302878293853794e-14	1.7497616921853414e-13	0.0007480085286546183	0.0033362474156971352	9.470136966549525e-05	0.000411338085705757	3.7950464532076124e-06
Gm15446	0.23686885843343253	0.29579176039113103	0.8648297345876257	0.9393113022859836	0.4481871524915284	0.4729574053816608	0.6120800951390188
Gm15564	7.2999715756350105e-118	3.95206748451091e-116	3.0195077125914144e-123	1.8377736692970975e-121	0.0	0.0	8.497140130426116e-15
Gm15601	0.006091917029404312	0.014685041813316814	0.05075276760340138	0.13845388912743042	0.004383645488838073	0.013883433143220514	0.009213471630956106
Gm15679	0.03831527395163108	0.06978759081048373	0.08636129644859461	0.2103017753230066	0.006680991383595014	0.019965548816055976	0.029034570469085183
Gm15706	0.325803393000184	0.37235216328537474	0.7571705096259156	0.8843107383210362	0.17573337394622168	0.27105482941901876	0.2967484510396338
Gm15802	1.2906477569729906e-23	1.6662789684556436e-22	0.7891907322261974	0.9031040505762592	0.46772443791606955	0.4827894184279745	0.26107206853454407
