	C	FDR_C	I	FDR_I	G	FDR_G	FDR
Msh2	0.4572108319795438	0.47036314357664566	0.5009795348144727	0.7031077716480977	0.20470487950335658	0.29856161023291994	0.18084794005687665
Msh3	0.02190128695585398	0.04390562824885703	0.964955905228898	0.982910905960288	0.41689445996748775	0.45487329656480024	0.7483618658808232
Msh6	0.02845669430790939	0.054783329572338724	0.02032693970839731	0.0643747821829486	0.005003586174162078	0.015570066980188696	0.09308029410440066
Msi1	0.2372213640608246	0.29611874476841027	0.0654475366180337	0.1695384246120624	0.003339820327523335	0.010960113660214724	0.05196760725303463
Msi2	2.9236694559928647e-44	6.7409498821821365e-43	7.963602262353342e-11	6.839205834250693e-10	2.6614266346314253e-12	2.064870909956717e-11	1.1453662102382975e-20
Msl1	0.0030596579772362966	0.008092196631292434	0.12461577364455811	0.27834738225279804	0.004147256623756701	0.01321592444103802	0.17611104715178733
Msl2	0.06688156820520068	0.11033206849204738	0.3947990440401773	0.6125713192995086	0.19884349946285873	0.29289713325202493	0.24990507449682486
Msl3	0.1427968892749002	0.20113076297322796	0.09084626807343385	0.2187229928382256	0.015484108578139533	0.0407763450570248	0.11816264273327423
Msl3l2	0.2546085568546823	0.31170780217629085	0.21888657043746096	0.4140462115384038	0.20909752393991188	0.3026930451251041	0.2355412116382715
Msmo1	0.0002005607113539199	0.0006934701519255685	0.22390800571286484	0.4203869851020929	0.0443986159741947	0.09787672394401212	0.012599161383702569
Msn	2.3944167524056283e-08	1.3523279398745102e-07	0.5644367064553497	0.7506793751894002	0.47562687014350125	0.48673119181429214	0.7796080436470567
Msra	0.04264017843982951	0.076135406073595	3.0232760589501508e-05	0.00016403699945544034	3.5796063058146643e-07	1.988467244369495e-06	3.6602329772108193e-05
Msrb1	0.011465888999982079	0.02544856554788951	0.38333483408416613	0.6036153043854642	0.21500166646285068	0.308101978600391	0.0035103788027198487
Msrb2	0.2260564597602025	0.2860812668462126	0.8363927322174214	0.9250352576747757	0.4572965931600065	0.47779417979663974	0.40974508341737514
mt-Co1	1.7217240857687316e-36	3.288727936929396e-35	6.174303119266014e-28	1.0980398596313552e-26	2.0161650127192843e-13	1.6504929790840656e-12	3.5534458568194793e-12
mt-Cytb	2.665502229107156e-94	1.135619841000914e-92	6.232767797574946e-70	2.278913867478989e-68	0.0	0.0	0.37137828197680467
mt-Nd1	2.927797931704986e-135	1.7819560206693883e-133	4.5045644822258603e-125	2.8114794497663186e-123	0.0	0.0	0.08358057066364606
mt-Nd2	2.050173425926296e-42	4.607717752443068e-41	6.4562825909860955e-28	1.1440345951007729e-26	6.966651144857394e-09	4.4099621814249106e-08	0.001616599916883112
mt-Nd3	1.8801105238826227e-06	8.793891658007551e-06	0.013171421698192532	0.0442464042580009	0.013898667688532429	0.037180738378359064	0.01021075132685123
mt-Nd4	6.332835019341284e-106	3.072051997748774e-104	3.1148542301210134e-92	1.4397385189130099e-90	0.0	0.0	0.025221473272280807
mt-Nd5	1.9893719317035767e-09	1.2408564964203277e-08	6.499658985021401e-05	0.00033895773493467115	3.7707858681845785e-05	0.00017298656705215678	2.405817978814022e-09
mt-Nd6	7.663426719154296e-14	6.390971780510037e-13	6.6012698783105e-11	5.709253622026883e-10	1.7707112998088803e-08	1.0905845397125844e-07	0.00011200862152197507
Mt1	0.0	0.0	2.0971858272329103e-259	2.777070800142606e-257	0.0	0.0	2.778239635641374e-16
Mt2	8.374047807072736e-267	1.000698712945192e-264	1.3738453883216674e-119	7.965864473469834e-118	0.0	0.0	1.4363126976390026e-36
Mt3	3.8257070633184796e-37	7.467749703876052e-36	1.4203137470378458e-30	2.6868058701204346e-29	0.0	0.0	6.192773446101436e-27
Mta1	0.38690405259549354	0.4200512470809488	0.5746261158625128	0.7587604513322683	0.08369484852817255	0.16080255981529404	0.9306278446304143
Mta2	0.13619317765622962	0.19385200076448822	0.7306498767207439	0.8676034129667964	0.3672930363422299	0.42203382541246603	0.4124045594043653
Mta3	0.46784808068585787	0.4777950331048172	0.4275595354032382	0.6425852588061858	0.09168996901933757	0.17230336411681416	0.647222445633179
Mtch1	3.4785173975293658e-15	3.115721387421413e-14	2.7507055181046337e-12	2.6169090652337188e-11	3.3306690738754696e-16	3.064528286845608e-15	1.112822921001439e-08
Mtch2	0.07687990159101407	0.12335781164079693	0.5964822383663286	0.7764252728150444	0.25571551733257525	0.34292546248007455	0.8771508282066582
Mtcl1	2.354706582261267e-22	2.8627505954811606e-21	6.59492138170018e-17	7.823684578605334e-16	0.0	0.0	9.916643080315134e-14
Mtdh	0.35655029202037575	0.3965761988090422	0.25084737170150817	0.45573007169324037	0.19620294987212494	0.29068531989672697	0.5716315142031679
Mterf2	0.06190837947599104	0.1036106251896219	0.9379989128549103	0.9731079965299221	0.27539661039617713	0.3588101828576173	0.5055981222760716
Mterf4	0.010821087427676603	0.024225687846425183	0.9333701741485397	0.9714385912354264	0.3171539786702797	0.38969176639373937	0.9131985085918625
Mtf1	5.99377507213717e-05	0.00022624422932154131	0.0005414003704194816	0.0024663794652443048	4.1459314762293253e-05	0.00018931026344627756	0.00306436474467014
Mtf2	0.4462532309840062	0.46283185969647306	0.4697503063912246	0.6767249709390781	0.027426134086122378	0.06598298254601355	0.3241556947851081
Mtfmt	0.0025195508986786573	0.006835293260285759	0.21009792352049939	0.4027287857154487	0.04358855527564098	0.09656253530704823	0.9853197381640103
Mtfp1	6.701223786233066e-23	8.343747380088668e-22	6.284104303158357e-24	9.805404150740244e-23	0.0	0.0	8.705108603205776e-23
Mtfr1l	0.23504497931381702	0.2940148072495976	0.21125429073200042	0.40428341145722857	0.17418110578264223	0.269338907300633	0.26185805771701215
Mtg1	0.007142877493464911	0.016898371935891516	0.0007472714374617602	0.0033344776027722164	7.755285149191327e-05	0.00034169981644301177	0.02545914878348481
Mtg2	0.00016685433407798958	0.000584765958379907	0.38054726585547627	0.601157932954669	0.37359556603815125	0.4260357285564334	0.8345209233260455
Mthfd1	7.337299915161438e-06	3.158971962595208e-05	0.017733797091975916	0.05735098274068383	0.036911203368279466	0.08486458981834127	0.14376538202810407
Mthfd1l	0.06540886372314168	0.10824885249502877	0.8333221883785387	0.924203156343271	0.24128347534142847	0.3310932327223999	0.36095783308388457
Mthfd2l	0.0009874028382653216	0.002932876754217001	0.48554321491792274	0.6904423106923124	0.1609401036208582	0.2553930486446623	0.29457803591636395
Mthfr	0.13736250675436618	0.1951387773178106	0.989867780116343	0.9951486998420074	0.34008422044637343	0.4053307331780437	0.40601654364502543
Mthfs	0.04151924384096052	0.07452776523128268	0.9205423261818272	0.966091277097111	0.44814566788144106	0.4729574053816608	0.36134849564929994
Mthfsd	0.05378766470378836	0.09234662069832546	0.017924703578667392	0.05791103539972363	0.006214811353776772	0.018749672554082077	0.39777507232892145
Mthfsl	0.10009939241076077	0.15186158015684237	0.8521357614302016	0.9323670135532055	0.45479353006404155	0.47674964123396857	0.43955731996078623
Mtif2	0.31635547070901826	0.3646162382354352	0.7070273055860214	0.854462456505992	0.47972645856017804	0.48865276168723326	0.27308626239013395
Mtif3	0.32050993275844897	0.36792415974970905	0.4931732529959424	0.6964410874920363	0.41094549252451795	0.45067430953216464	0.4540674212232868
Mtmr1	0.0460273075562558	0.08111899042153788	0.4716639514211395	0.678196017083304	0.4001593620317445	0.444022374425214	0.8509631016672571
Mtmr10	0.0008951827692421694	0.0026841786890465175	0.8673545059764375	0.9398581369779976	0.1916687931448826	0.28602103244538707	0.037632365589955856
Mtmr12	0.3429799354584604	0.38573581770535903	0.03582356731196358	0.10450584581420992	0.003371899496248054	0.011039506569908014	0.0796293845212464
Mtmr14	0.18518128059390582	0.24584627672939754	0.05808097309764032	0.1541536986413265	0.05462176755685111	0.11532831292600389	0.2361430557902577
Mtmr2	0.25033127653363874	0.3080492501259734	0.30041687327347966	0.5161818238132259	0.12561553807787695	0.21579709986415083	0.06719475872745445
Mtmr3	0.44707441393331093	0.46338927249127493	0.11787573261608182	0.26657380657857965	0.0004619984093118257	0.0017907920936893116	0.010891341672292729
Mtmr4	0.1309126078586063	0.18751829329140232	0.796628921646458	0.9079049550143803	0.4696709215588257	0.4835417702803102	0.5942228953852889
Mtmr6	0.3043565728288863	0.35513473420390596	0.9078451707847691	0.9611035899438152	0.39299028913273426	0.4394176997913622	0.5274353689912862
Mtmr7	0.17090330535152692	0.23130702199410402	0.3946744891095487	0.6125713192995086	0.1043169230955503	0.1902832333233986	0.16091254396066798
Mtmr9	0.43377924647379285	0.4545613128218048	0.5600209947278496	0.747175064128619	0.18088327788496816	0.27578578496885064	0.3333544465323235
Mto1	0.43980234269072704	0.45812938833065103	0.8970921273011646	0.9549816138429236	0.24934628663828629	0.33822594999564887	0.8215556729378137
Mtor	0.4940184464379078	0.49614958877799104	0.47967568058181986	0.684849362548671	0.485305286100742	0.49177637472125396	0.8260709456383714
Mtpap	0.32487540248560115	0.37159496544372655	0.4926231420654834	0.6962758403848248	0.23634840370479626	0.3270230046604238	0.8036639490196694
Mtpn	3.8292312051395035e-07	1.9193164490619946e-06	1.5834131040536714e-10	1.3352723757850194e-09	1.1102230246251565e-16	1.0351165954616469e-15	1.7346725334729062e-10
Mtr	0.37655851059806644	0.412048782283691	0.2569711222157899	0.46284978681883654	0.10903109480242357	0.1961101272105945	0.10772591762204728
Mtss1	4.618920297127996e-08	2.551341600425999e-07	0.0012353727041960073	0.005321062474029308	0.0011914121696965374	0.004263932743190785	2.944079198608441e-05
Mtss1l	6.9414418078017774e-09	4.114893422543837e-08	0.13132032950331363	0.2897722708015553	0.156487578624517	0.25023201418760477	0.5096435959253968
Mturn	0.0005901780693744388	0.0018353395435735088	0.008689711343995338	0.030941308669989214	0.002627118791883487	0.008789053274723896	0.001261456507677678
Mtus1	1.7054454477991623e-06	8.01518462493237e-06	0.05778438032886744	0.153532847842346	0.03178815640419708	0.07484193767533089	0.004939605353411162
Mtus2	0.002531837316980192	0.006860583050210678	0.048683558245354704	0.13378079426143977	0.03868151846969248	0.08790357130902518	0.005360121353685038
Mtx1	0.01833491100009203	0.037823956397874066	0.33130496252801933	0.5494506890924166	0.4613072450414727	0.48002014379965924	0.524895670296487
Mtx2	0.40628618360240915	0.4348185138837928	0.18806590868623596	0.3733504536500053	0.11037928175391243	0.19787899412853785	0.020324006930342055
Mtx3	5.512991881266394e-06	2.412764959559151e-05	0.2185653906658337	0.41369949065762107	0.29745309778701423	0.3760958587374132	0.5544831073609466
Mul1	0.24875119245886163	0.3064897441096926	0.24036187624337357	0.44298787353945995	0.19002695210258547	0.28441638974388805	0.7843145914365792
Mum1	1.3810439797354336e-08	7.974572750399242e-08	0.11286895350727032	0.2582911899621069	0.39688848241353925	0.4420817805318857	0.6596258144073383
Mus81	0.0033038364089254175	0.00864467102030979	0.13178782773044412	0.29025048991578384	0.13309683083803292	0.22451641338989234	0.9194587091032166
Mut	0.0028600235464985224	0.0076052566437283635	0.4403970330410516	0.6533611698363763	0.32491393657757706	0.39506535110108915	0.17296908990048715
Mvb12a	0.005635236343831363	0.013725995757694141	0.38744097921910226	0.607063091892075	0.19325316527372727	0.28770704444200146	0.9509900889885513
Mvb12b	0.047213954902731066	0.08283787718744166	0.6540961871267779	0.818999302025977	0.24482645319411667	0.33387599387878925	0.590116084149198
Mvk	0.020437771983379243	0.041575612967642346	0.7385777613566513	0.8719666847631116	0.3126566478144779	0.3865408140214571	0.2138640074614312
Mvp	0.002643812210768593	0.007120042858221059	0.9276050711971343	0.9686276739834526	0.10100541783864225	0.18572942191796876	0.18577002934369272
Mxd4	0.0035087588776240236	0.009122400700938659	0.45752283297509533	0.6662919601542537	0.459740496581153	0.479102108475882	0.4055560775996202
Mxi1	3.19506455233377e-06	1.4535022074428325e-05	0.022060541071785934	0.06895414416664446	0.010908898140587153	0.03040281367452034	0.0007304061865409333
Mxra7	0.1185926380686847	0.17386134955640953	0.35074114905536535	0.5715803292189464	0.18379395168478596	0.27852033905927465	0.5385194353511984
Myadm	0.014139450665482237	0.03036433860860408	0.3847737054494976	0.6047775239248238	0.4237566876024046	0.4593353740946861	0.639105928137623
Mybbp1a	0.15251583976051536	0.21159602347632592	0.84532485188442	0.9289283894608001	0.15693569371086835	0.2506014254709121	0.3866265197810828
Mycbp	0.017416344557413067	0.03622644031375306	0.2697709317366954	0.4796743531279039	0.1872943013729107	0.28161682663083504	0.4851121996582612
Mycbp2	0.46456967126915766	0.4754875923090115	0.17186518623168956	0.3515835474048752	0.0045994140612003465	0.014463946850353722	0.1813687091823173
Mydgf	0.11011303389126686	0.16409348266467255	0.6141788691289918	0.7906382998679704	0.12083491705511618	0.2103875892365109	0.5140112715588764
Myef2	0.031000124675371638	0.05882459753949781	0.9378150415656719	0.9731079965299221	0.3714028620314048	0.4248320545440588	0.2796277653024495
Myg1	0.05238259088316603	0.09027383187902638	0.3444778949945565	0.5654169000086531	0.20630327927695413	0.3001044621235703	0.3446764630150286
Myh10	0.3319077044058875	0.3770556725364754	0.7628967500483802	0.8869987249316656	0.04265327600213775	0.0949692005328216	0.22149650385381423
Myh14	1.8253638114196373e-20	2.0798534869884912e-19	0.013808020458190868	0.04599075202916802	0.011210003774334787	0.031073002572062525	0.00023479167186666856
Myh7	1.2855498265082334e-53	3.489502146801712e-52	3.476289143315955e-69	1.2523587248291559e-67	0.0	0.0	8.900109531247971e-146
Myh9	0.06504023005550477	0.10776618436149667	0.2735580392017448	0.48377463023603995	0.024426732501143467	0.059794542038147595	0.5567443239087448
Myl12a	5.216773811947859e-07	2.5739761622999534e-06	0.2647143579828364	0.47291120358185884	0.007268963824223484	0.02148027035994147	0.027640990604370183
Myl12b	0.00011749551221632912	0.00042173572315304365	5.866510753798697e-05	0.0003074114378421039	2.0342140416573784e-08	1.247388197384271e-07	0.027927846393581115
Myl4	5.302780625739281e-128	3.074671440924214e-126	2.285565384292658e-133	1.555295500047483e-131	0.0	0.0	3.7067760695868844e-186
Myl6	1.433224885896943e-14	1.2472620476824285e-13	6.472286716102222e-10	5.267602784973893e-09	8.662182082730396e-12	6.574804200517052e-11	0.0008492332081367767
Myo10	0.007312937938073586	0.01726734430245375	0.9498568479545267	0.9775913510247252	0.405464367026113	0.44726388628283886	0.12713166811858106
Myo16	0.0007940327751441651	0.0024066585721118695	1.3415131884019128e-05	7.629418301306061e-05	3.3151843492618127e-09	2.1542103075873014e-08	4.797513865223111e-07
Myo18a	0.2328694829414063	0.2921751681616953	0.5310087962457541	0.7264212193790514	0.14381064258934384	0.2365621095741112	0.3257632770010653
Myo19	0.1954122523661711	0.2560979886232594	0.10768793991473653	0.24934643743490154	0.04146794783730545	0.09283628532276814	0.27599425536757427
Myo1b	1.9055450464876178e-05	7.744685155757846e-05	1.799804749642335e-05	0.00010066373711041803	1.4684130578146437e-09	9.8017571890502e-09	7.67342273288052e-13
Myo1d	0.00025522188044318394	0.0008629810926372531	0.06218331469481105	0.16296718392470005	0.06644570310800968	0.13466420780876667	0.7023412688966078
Myo1e	0.36936807236586366	0.4066783978778762	0.9713571022094489	0.9857085261568757	0.25444293974317433	0.34206151276490127	0.5204125986831145
Myo1h	0.15533474980395978	0.21459540579853403	0.46195771485471815	0.6698318508229333	0.16205901650123267	0.25634364910681984	0.4944672872135196
Myo3a	2.1150708473235115e-16	2.0063484252587695e-15	5.1754844333234845e-05	0.00027413282141695584	0.0006663035771652392	0.002504452916241726	0.0001373094533483856
Myo5a	2.254748769680515e-08	1.2749153603057916e-07	9.040329411504505e-09	6.835354004886778e-08	2.2315482794965646e-14	1.916471655634254e-13	7.434276060738975e-14
Myo5b	2.0034056138857777e-39	4.1591889005226134e-38	1.7655801892360491e-40	4.148901744442217e-39	0.0	0.0	1.539725341507625e-65
Myo6	1.6725492864109903e-17	1.6775138646408693e-16	0.00012786277011555725	0.0006412115068384572	0.0015624570656036507	0.005491577039401067	6.142728111072607e-07
Myo7a	0.024993468927102788	0.04910972144376124	0.5837137528493708	0.7660119277046986	0.21022227077678357	0.30351672776509536	0.28608885609526835
Myo9a	0.02176552651465144	0.04373188318988507	0.500228814101499	0.7023299559121918	0.46797924983266004	0.48280992515374144	0.5783179427461896
Myo9b	0.25223424014377194	0.30980738520541756	0.8005867907054706	0.9090094879570254	0.2112755503160162	0.30476801377103524	0.44156341901052343
Mypop	0.40208239759967696	0.43093135886243406	0.9310880061506069	0.9700937131599997	0.1832125337195829	0.2781484467380925	0.9577420560811039
Myrip	0.00018448472856171647	0.0006417344178829463	0.027273637683445578	0.08256236504790955	0.00010934838448262152	0.0004697522225099554	0.0004314805277712989
Mysm1	0.12531727901252643	0.18149335161746177	0.25369480808514	0.4591186568070489	0.35341099321595515	0.413678709320899	0.838164577376388
Myt1l	0.0005497359960844871	0.0017215925297641066	7.435109124584613e-07	4.7900482782251565e-06	4.153410948504188e-10	2.850089207590514e-09	1.771566043188741e-09
Mzt1	0.3265762643852539	0.3730614146317443	0.8243649187707035	0.9184709311010941	0.20797691410264985	0.30178672905254933	0.3712257533396522
Mzt2	0.08939634216598796	0.138826427398497	0.9324467690628448	0.9710926731904597	0.07944281223771377	0.15430329377945634	0.9272511611589516
N4bp1	0.06933904408903473	0.11352603058119486	0.7458398570175595	0.8767376150329973	0.1465055784864987	0.2393877211254295	0.7052749822792765
N4bp2l1	0.004485823134558732	0.0113027978646287	0.38535749293252664	0.605438203181951	0.3197171708425326	0.39166252745167857	0.41083947316498814
N4bp2l2	0.4148525687549984	0.44157509463721806	0.7053449476400333	0.853082589721635	0.48518772551911693	0.49177637472125396	0.18375820266377296
N6amt1	0.21835981768468649	0.2787892968719535	0.2576600081449628	0.46369337370293673	0.003855547054386288	0.012366777605869472	0.0344605998396578
Naa10	1.9964446776871904e-06	9.315791141265133e-06	0.001020353910075832	0.004445730531273046	0.00283725549910252	0.009437293494808418	0.006416021961737348
Naa15	0.07576894065719417	0.12193461151253829	0.35895505736924704	0.5792820499277423	0.3619187854655084	0.4185966306130005	0.7476588157995157
Naa16	0.005176292272390078	0.01277001207883947	0.0012893301955328096	0.005541292362292105	0.012113142786771558	0.03312178251239695	0.5990266568674598
Naa20	0.4375236246477341	0.4569214534715066	0.831373141173235	0.9232349739751281	0.06022260475332997	0.12452443637431532	0.028610679982245264
Naa25	0.00013833050422475116	0.0004905901595723259	0.6740826865364592	0.833060442094938	0.3999282752737984	0.443891695475565	0.6823283043799904
Naa30	0.0037182981588843316	0.009578234400343735	0.23033122151238128	0.429825869282008	0.4347350097272288	0.4653668735325666	0.25103370913247286
Naa35	0.32533711458176745	0.3719345175784185	0.0961775720207907	0.22830984864010234	0.06465242149049633	0.13173821546795042	0.008247652605226278
Naa38	0.027965507549861858	0.05399684896179238	0.9462139632252838	0.9767144870583121	0.009679218115976052	0.02749975596359795	0.11552206430275674
Naa40	0.0021649938210747534	0.005959206306941435	0.43719355285825445	0.6501835824037085	0.23451471330931728	0.32569087866293	0.45904909271965083
Naa50	0.4413977168044618	0.4592542181956808	0.08507515402520045	0.20794498236291825	0.004801059362487647	0.015011353124765939	0.0907221880670543
Naa60	0.3287443562203547	0.3747517387858603	0.16629132552743653	0.34224800477314415	0.14178864191317053	0.23398230079271776	0.3603869033108404
Naaa	1.976377487195912e-17	1.9741613656506362e-16	0.068297992870988	0.1753805115678227	0.0835099441738596	0.1606111762433072	0.21765379605775406
Naaladl2	0.00032723176862793304	0.0010825604661664806	0.005454101710763683	0.020429947501442405	0.017910559592504094	0.04610075477986541	0.00016702599142648218
Nab1	0.10724918185661159	0.16039907402517353	0.1861630215350082	0.37130296112793515	0.22211817411662071	0.31489235939941645	0.06440017563856308
Nab2	0.31295968380540706	0.3618088652205267	0.5875794232843121	0.7681017567720083	0.2524441026764592	0.34030812520657916	0.36935633815033303
Nabp2	0.3222495206813266	0.36949719788864027	0.1755353928037814	0.3567132546835864	0.16676239138876858	0.2613105073621074	0.7842940862395639
Naca	0.015637152776167257	0.03299493110543991	0.1093224030002871	0.25205887694113255	0.00019417733163251683	0.0008042027357003517	0.0005209317415944321
Nacad	4.0902201642319076e-06	1.829304764459537e-05	0.024481078554148328	0.07515353657647227	0.0009647595649382446	0.003514378801795486	0.02406488532240032
Nacc1	0.11476621961040095	0.16975006580563304	0.7840757289334177	0.9001942668797375	0.4877075343542884	0.4930457716334085	0.12671606260710863
Nacc2	5.013399082022656e-20	5.588884824202504e-19	2.3939905717401454e-09	1.8857486826753765e-08	1.3976597657006096e-11	1.050281291725481e-10	3.947293701396607e-18
Nadk	0.013387771368234264	0.028978743458654196	0.16817673654298781	0.34519560984179676	0.07423822204522867	0.146076373056465	0.8254662260384865
Nadk2	6.81159678443108e-24	8.864121765025254e-23	1.7479716828696952e-23	2.6721333105210833e-22	5.189515484005369e-11	3.744629030027144e-10	0.08661796725690875
Nae1	0.4164786253953004	0.442536765370695	0.30859850286881996	0.5259969959317389	0.08621041620181602	0.1644172573689364	0.08818815494582434
Naf1	0.11009246815375967	0.16409348266467255	0.9667424268868937	0.9834281688797495	0.45036114453565135	0.47413928764384194	0.7887979473694869
Nagk	0.09862797940077056	0.15016849795519482	0.013295444385927734	0.044571351193193935	0.005854256127411417	0.017765827126820836	0.026878996762169274
Naip1	0.01396816948195574	0.03004919709191752	0.6232216267406135	0.796939673813294	0.1857706812074662	0.2804731343382724	0.2734794982594809
Nalcn	0.42974705803005414	0.4515709701925768	0.20256870348596556	0.39314135976608766	0.15388314000680547	0.24687532995745123	0.3813404812442369
Nampt	0.037301482605113574	0.06830820931554997	0.8586666538517163	0.9362495316671824	0.398404024405023	0.4426616152226618	0.09886558943419271
Nanos1	0.21206091776109526	0.27277302876620796	0.8111370010373419	0.9127587670153956	0.35884541899136657	0.4166757033649012	0.5941351206511815
Nanos3	2.386721338169344e-05	9.55371012774567e-05	0.5797386717346349	0.7626338091458836	0.3645533491516131	0.42007229908125376	0.35356288528705426
Nans	0.017345976695530414	0.036095397247717674	0.8329742408016634	0.9240311676468005	0.33173422656214324	0.39981130296955225	0.8820576939481736
Nap1l1	0.00017983828863865788	0.0006264612123605434	3.2819598672968006e-07	2.1729678878136047e-06	5.784261958297066e-14	4.873601283693289e-13	0.00020324290206594407
Nap1l2	0.0038989520514254336	0.009996292818398174	0.000759757676942047	0.0033824922654952833	4.248882707302837e-05	0.0001936502402272581	0.008915714378802257
Nap1l3	0.08748928072768947	0.1364704651147133	0.6426254633425075	0.8109416042528387	0.3580796592721506	0.41649369419415616	0.6596258144073383
Nap1l4	0.12346282647624751	0.1793111363036534	0.8007911755765906	0.9090094879570254	0.4248459856757958	0.45978952141113116	0.45077672904331584
Nap1l5	5.653361805969206e-225	5.595686094615379e-223	3.094505770166627e-243	3.7903827552328476e-241	0.0	0.0	5.780781850400922e-151
Napa	0.04431290581215819	0.07859224688748201	0.04700924014889276	0.13020910577132339	5.435030026590404e-05	0.0002438546668065905	0.0070877059607756384
Napb	1.2926253754736892e-25	1.7789938278464437e-24	1.4883484450613475e-31	2.8652900615238004e-30	0.0	0.0	2.0012257426419658e-07
Napg	0.18138529290117228	0.24218483242111832	0.019719173194619775	0.06273642147210362	0.016560236807818485	0.04324993616199716	0.4778164270582203
Narf	0.1787651294826758	0.23924057686434586	0.7395158029982636	0.8725485073546039	0.3843170039747765	0.433213197049216	0.5321006226341819
Narfl	0.2814224012465521	0.3353736284527069	0.1054506135220663	0.24497642529699568	0.002480813924046088	0.008333731793530207	0.03004368691497915
Nars	0.08504292986800205	0.13348320835760885	0.1864973783535775	0.37174284184025747	0.012735343318529768	0.03453061128341815	0.004937049168245463
Nars2	2.711579628023237e-07	1.3882324333855642e-06	0.8900251349398874	0.9504589694168489	0.3110522568420345	0.3858548917739497	0.278765404672594
Nasp	0.006745302355768114	0.016058604903831812	0.13964725341505896	0.3022759965129584	0.24960074131506615	0.33838373881382583	0.0598169166078802
Nat14	9.070110759382901e-05	0.0003310168168759518	2.5136679206564466e-06	1.547200499655309e-05	1.6516768619467825e-08	1.0198350075750802e-07	2.0386023488342377e-09
Nat8f1	0.004331461707693994	0.010964606890646718	0.8674433096059813	0.9398581369779976	0.42841171563802605	0.4618005987038583	0.6355408755876284
Nat8l	3.3176177383442497e-15	2.9743217033884084e-14	4.748933154938273e-13	4.7147716297102466e-12	1.1102230246251565e-16	1.0351165954616469e-15	4.733472843787556e-21
Nat9	0.014524108861863168	0.031030234206588445	0.42804266176661887	0.6428030731105765	0.29351698860533215	0.37356730374413316	0.5367892385521486
Nav1	0.4207089583376215	0.4452934848509779	0.6776470047175093	0.8351047756952853	0.42373346561026004	0.4593353740946861	0.5863316068992251
Nav2	4.586283018598869e-06	2.0418440390390872e-05	0.00012950056143244115	0.0006484292291652994	0.0002306069964387314	0.0009419416248866731	0.0002084150309415053
Nav3	2.6658819808102255e-37	5.2667293407176215e-36	2.2958981413087565e-43	5.7245562052632324e-42	0.0	0.0	5.160699753877366e-27
Naxd	0.2906017474903696	0.34349897752209063	0.7920739933055299	0.9050295079758498	0.19232085914261432	0.2866952967403332	0.750054829065267
Naxe	0.4474953969748255	0.46372751638708914	0.32180839741441536	0.5400583124274458	0.16443281107084962	0.25879812330280366	0.42342430716062895
Nbas	7.45006808588216e-09	4.408406834152131e-08	0.0035433024217595664	0.013921740349166798	0.0015202445692744648	0.005362446556630843	0.05225398878787902
Nbdy	4.8393503528402224e-05	0.00018458853292129755	0.000300361956537425	0.0014232334681384081	1.9955229195289803e-05	9.401023600223307e-05	0.009644485940435198
Nbea	4.994051422040263e-06	2.207339191906745e-05	7.281779100672879e-09	5.5313297215111275e-08	1.040358925674667e-07	6.057324487632836e-07	2.1633504826060926e-05
Nbeal1	1.7204713540346479e-09	1.0782599254533031e-08	0.010187742573735016	0.03544378582098998	0.03786758272208257	0.08643476428923529	0.19683339096628927
Nbl1	1.1249675202075886e-93	4.731140227688481e-92	1.0181772373841211e-07	6.991673965751228e-07	2.060175624540861e-07	1.1655693386187009e-06	4.335799262295127e-09
Nbn	0.16341598869737717	0.22308627378735008	0.642811049275787	0.8109830657722978	0.4647230094060609	0.48130802499534003	0.7170039638112781
Nbr1	0.4221789879928536	0.44631911784895595	0.8418362680796078	0.9275221253350805	0.24089900814860943	0.3309049115131203	0.25839995706496605
Ncald	1.3981900104083717e-186	1.1417386593326361e-184	9.247063238479156e-218	9.639571561048644e-216	0.0	0.0	0.0
Ncam1	9.74837987778105e-06	4.128106068382736e-05	0.0020082084989793336	0.008299635209404677	0.001420253109014391	0.005027839673132954	0.5046538291825009
Ncam2	4.50688854446835e-36	8.476583655901222e-35	3.380686473569658e-26	5.691983978437986e-25	0.0	0.0	4.274318952448867e-31
Ncan	1.6597143788247172e-07	8.669265030971964e-07	4.575295693808341e-06	2.745457593608569e-05	1.3791169206633924e-08	8.553143484544672e-08	3.7138325494716805e-07
Ncapd2	0.054001944588534245	0.09260851505478598	0.07321988375475709	0.18535393401117023	0.07078414253773069	0.14092113220788766	0.12339382260591121
Ncapd3	0.10514578315293299	0.15774265472257137	0.3861325196909067	0.6060728112207584	0.2714183705685481	0.3558983826042022	0.6982866280626359
Ncaph2	0.04547931336485719	0.08029762011932173	0.1819129666940663	0.36540936892118675	0.3345474618057007	0.401743943411037	0.7290143051720376
Ncbp1	0.09599735349505562	0.14700391731490076	0.18863672682447574	0.37399322637877436	0.007783596939359594	0.02276760191307005	0.10547663513538623
Ncbp2	0.349432449733061	0.3908330755546473	0.11852798837309836	0.2676159342396215	0.03405988556167161	0.07936676952215459	0.02051790099315043
Ncbp3	0.16566722200761125	0.22534329656476715	0.9186102168261379	0.9650568958811271	0.21339828590362653	0.3066563724255223	0.22909875421050188
Ncdn	4.446086837849029e-195	3.7557935279381583e-193	7.010607432806956e-249	8.921680809620177e-247	0.0	0.0	7.53871106283768e-67
